Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS
Datetime,,,,,,
2025-12-22 08:00:00+00:00,1229.9000244140625,1229.9000244140625,1229.9000244140625,1229.0,1229.5,11538
2025-12-22 08:05:00+00:00,1229.5999755859375,1229.5999755859375,1230.0,1229.0999755859375,1229.9000244140625,8376
2025-12-22 08:10:00+00:00,1230.0,1230.0,1230.199951171875,1229.5,1229.5999755859375,6729
2025-12-22 08:15:00+00:00,1229.699951171875,1229.699951171875,1230.4000244140625,1229.5,1230.0999755859375,7221
2025-12-22 08:20:00+00:00,1230.4000244140625,1230.4000244140625,1230.5999755859375,1229.5999755859375,1229.699951171875,44286
2025-12-22 08:25:00+00:00,1230.699951171875,1230.699951171875,1231.199951171875,1230.199951171875,1230.5999755859375,63332
2025-12-22 08:30:00+00:00,1230.5999755859375,1230.5999755859375,1231.199951171875,1230.300048828125,1230.800048828125,32012
2025-12-22 08:35:00+00:00,1229.5999755859375,1229.5999755859375,1230.9000244140625,1229.5,1230.5999755859375,36881
2025-12-22 08:40:00+00:00,1231.0,1231.0,1231.0,1229.5,1229.5999755859375,69413
2025-12-22 08:45:00+00:00,1232.0999755859375,1232.0999755859375,1232.4000244140625,1230.9000244140625,1230.9000244140625,16654
2025-12-22 08:50:00+00:00,1232.4000244140625,1232.4000244140625,1232.5,1231.5999755859375,1232.199951171875,13513
2025-12-22 08:55:00+00:00,1232.0999755859375,1232.0999755859375,1232.5999755859375,1231.4000244140625,1232.300048828125,45210
2025-12-22 09:00:00+00:00,1232.800048828125,1232.800048828125,1232.9000244140625,1232.0999755859375,1232.5,12114
2025-12-22 09:05:00+00:00,1233.4000244140625,1233.4000244140625,1234.4000244140625,1232.699951171875,1232.699951171875,107471
2025-12-22 09:10:00+00:00,1233.300048828125,1233.300048828125,1233.800048828125,1233.0,1233.800048828125,12996
2025-12-22 09:15:00+00:00,1232.5,1232.5,1233.699951171875,1232.4000244140625,1233.5,9672
2025-12-22 09:20:00+00:00,1232.9000244140625,1232.9000244140625,1233.199951171875,1232.199951171875,1232.5,19284
2025-12-22 09:25:00+00:00,1232.699951171875,1232.699951171875,1233.4000244140625,1232.5999755859375,1232.800048828125,9837
2025-12-22 09:30:00+00:00,1233.5999755859375,1233.5999755859375,1234.5999755859375,1233.300048828125,1233.300048828125,63626
2025-12-22 09:35:00+00:00,1233.0,1233.0,1234.5999755859375,1232.800048828125,1233.699951171875,56023
2025-12-22 09:40:00+00:00,1232.5,1232.5,1233.300048828125,1232.5,1233.0999755859375,50810
2025-12-22 09:45:00+00:00,1232.0999755859375,1232.0999755859375,1232.5999755859375,1232.0,1232.5,67679
2025-12-22 09:50:00+00:00,1233.699951171875,1233.699951171875,1233.9000244140625,1232.0,1232.0999755859375,74203
2025-12-22 09:55:00+00:00,1233.199951171875,1233.199951171875,1234.0,1232.5999755859375,1233.800048828125,57312
2025-12-23 03:45:00+00:00,1234.9000244140625,1234.9000244140625,1237.800048828125,1233.300048828125,1237.0999755859375,0
2025-12-23 03:50:00+00:00,1234.0,1234.0,1235.800048828125,1233.300048828125,1234.9000244140625,25154
2025-12-23 03:55:00+00:00,1233.5,1233.5,1234.0999755859375,1233.199951171875,1233.4000244140625,12968
2025-12-23 04:00:00+00:00,1232.4000244140625,1232.4000244140625,1233.5999755859375,1232.0999755859375,1233.0,17815
2025-12-23 04:05:00+00:00,1232.9000244140625,1232.9000244140625,1233.4000244140625,1232.300048828125,1232.300048828125,6394
2025-12-23 04:10:00+00:00,1232.4000244140625,1232.4000244140625,1233.0,1231.5999755859375,1232.699951171875,11939
2025-12-23 04:15:00+00:00,1232.300048828125,1232.300048828125,1232.699951171875,1231.199951171875,1232.0,21549
2025-12-23 04:20:00+00:00,1230.699951171875,1230.699951171875,1232.4000244140625,1230.699951171875,1232.4000244140625,18418
2025-12-23 04:25:00+00:00,1230.800048828125,1230.800048828125,1231.0,1230.699951171875,1230.699951171875,105438
2025-12-23 04:30:00+00:00,1231.0,1231.0,1232.0,1230.800048828125,1230.800048828125,34349
2025-12-23 04:35:00+00:00,1231.199951171875,1231.199951171875,1231.5,1230.699951171875,1231.0,16381
2025-12-23 04:40:00+00:00,1231.0,1231.0,1231.699951171875,1231.0,1231.199951171875,17666
2025-12-23 04:45:00+00:00,1230.199951171875,1230.199951171875,1231.0999755859375,1230.0,1230.699951171875,29472
2025-12-23 04:50:00+00:00,1229.199951171875,1229.199951171875,1230.0999755859375,1228.300048828125,1230.0,38735
2025-12-23 04:55:00+00:00,1228.800048828125,1228.800048828125,1229.199951171875,1228.0,1229.199951171875,22962
2025-12-23 05:00:00+00:00,1228.300048828125,1228.300048828125,1228.9000244140625,1228.0999755859375,1228.199951171875,14474
2025-12-23 05:05:00+00:00,1228.0999755859375,1228.0999755859375,1228.5999755859375,1227.800048828125,1228.300048828125,23862
2025-12-23 05:10:00+00:00,1229.4000244140625,1229.4000244140625,1229.4000244140625,1228.0,1228.0999755859375,22060
2025-12-23 05:15:00+00:00,1230.800048828125,1230.800048828125,1231.0999755859375,1229.300048828125,1229.4000244140625,47741
2025-12-23 05:20:00+00:00,1231.9000244140625,1231.9000244140625,1232.199951171875,1231.0,1231.0,26103
2025-12-23 05:25:00+00:00,1232.300048828125,1232.300048828125,1232.5,1231.800048828125,1231.800048828125,19073
2025-12-23 05:30:00+00:00,1231.9000244140625,1231.9000244140625,1233.300048828125,1231.5,1232.5,52450
2025-12-23 05:35:00+00:00,1230.4000244140625,1230.4000244140625,1232.5,1230.199951171875,1231.800048828125,15479
2025-12-23 05:40:00+00:00,1230.4000244140625,1230.4000244140625,1231.0,1230.0,1230.4000244140625,15893
2025-12-23 05:45:00+00:00,1231.9000244140625,1231.9000244140625,1232.0,1230.0,1230.5999755859375,22141
2025-12-23 05:50:00+00:00,1231.800048828125,1231.800048828125,1232.300048828125,1230.800048828125,1231.4000244140625,13121
2025-12-23 05:55:00+00:00,1231.699951171875,1231.699951171875,1232.199951171875,1231.0999755859375,1231.4000244140625,13596
2025-12-23 06:00:00+00:00,1232.199951171875,1232.199951171875,1232.300048828125,1231.0999755859375,1231.9000244140625,14409
2025-12-23 06:05:00+00:00,1230.9000244140625,1230.9000244140625,1232.199951171875,1230.300048828125,1232.199951171875,29097
2025-12-23 06:10:00+00:00,1231.199951171875,1231.199951171875,1231.5,1230.4000244140625,1230.4000244140625,10269
2025-12-23 06:15:00+00:00,1230.0,1230.0,1231.199951171875,1229.300048828125,1231.199951171875,15819
2025-12-23 06:20:00+00:00,1230.0,1230.0,1230.300048828125,1229.4000244140625,1229.5,8077
2025-12-23 06:25:00+00:00,1230.800048828125,1230.800048828125,1230.9000244140625,1229.800048828125,1230.0,7217
2025-12-23 06:30:00+00:00,1230.699951171875,1230.699951171875,1230.800048828125,1229.699951171875,1230.800048828125,32968
2025-12-23 06:35:00+00:00,1231.199951171875,1231.199951171875,1231.199951171875,1230.0,1230.699951171875,14035
2025-12-23 06:40:00+00:00,1231.0999755859375,1231.0999755859375,1231.300048828125,1230.199951171875,1231.0999755859375,15448
2025-12-23 06:45:00+00:00,1230.199951171875,1230.199951171875,1231.0999755859375,1229.800048828125,1231.0999755859375,16342
2025-12-23 06:50:00+00:00,1229.9000244140625,1229.9000244140625,1230.199951171875,1229.0999755859375,1230.199951171875,26544
2025-12-23 06:55:00+00:00,1229.0999755859375,1229.0999755859375,1229.9000244140625,1228.800048828125,1229.800048828125,11360
2025-12-23 07:00:00+00:00,1229.699951171875,1229.699951171875,1229.800048828125,1229.0999755859375,1229.0999755859375,11354
2025-12-23 07:05:00+00:00,1230.5,1230.5,1231.4000244140625,1229.699951171875,1229.699951171875,47765
2025-12-23 07:10:00+00:00,1230.699951171875,1230.699951171875,1230.800048828125,1230.0,1230.800048828125,9089
2025-12-23 07:15:00+00:00,1229.699951171875,1229.699951171875,1230.800048828125,1229.5,1230.5,12821
2025-12-23 07:20:00+00:00,1230.0999755859375,1230.0999755859375,1230.0999755859375,1229.5999755859375,1229.699951171875,8420
2025-12-23 07:25:00+00:00,1229.5999755859375,1229.5999755859375,1230.5,1229.5,1229.699951171875,31456
2025-12-23 07:30:00+00:00,1229.800048828125,1229.800048828125,1230.9000244140625,1229.5,1230.0999755859375,28797
2025-12-23 07:35:00+00:00,1229.699951171875,1229.699951171875,1230.0999755859375,1229.5,1229.9000244140625,8217
2025-12-23 07:40:00+00:00,1230.0999755859375,1230.0999755859375,1230.9000244140625,1229.699951171875,1230.0,11589
2025-12-23 07:45:00+00:00,1229.800048828125,1229.800048828125,1230.5,1229.4000244140625,1229.5999755859375,15497
2025-12-23 07:50:00+00:00,1229.4000244140625,1229.4000244140625,1229.800048828125,1229.0,1229.800048828125,11383
2025-12-23 07:55:00+00:00,1230.0,1230.0,1230.0,1229.0,1229.4000244140625,14192
2025-12-23 08:00:00+00:00,1228.699951171875,1228.699951171875,1230.0,1228.300048828125,1229.800048828125,31925
2025-12-23 08:05:00+00:00,1229.0,1229.0,1229.199951171875,1228.4000244140625,1228.800048828125,13391
2025-12-23 08:10:00+00:00,1229.5,1229.5,1229.800048828125,1228.5999755859375,1229.199951171875,18608
2025-12-23 08:15:00+00:00,1229.0999755859375,1229.0999755859375,1230.0,1229.0,1229.199951171875,12721
2025-12-23 08:20:00+00:00,1229.4000244140625,1229.4000244140625,1230.0999755859375,1229.0999755859375,1229.5999755859375,18425
2025-12-23 08:25:00+00:00,1230.5,1230.5,1230.5,1228.9000244140625,1229.4000244140625,31162
2025-12-23 08:30:00+00:00,1229.5999755859375,1229.5999755859375,1230.699951171875,1229.0999755859375,1230.5,28716
2025-12-23 08:35:00+00:00,1229.300048828125,1229.300048828125,1229.9000244140625,1228.5999755859375,1229.4000244140625,26634
2025-12-23 08:40:00+00:00,1229.9000244140625,1229.9000244140625,1229.9000244140625,1228.5999755859375,1229.300048828125,17729
2025-12-23 08:45:00+00:00,1228.9000244140625,1228.9000244140625,1229.9000244140625,1228.5,1229.9000244140625,141614
2025-12-23 08:50:00+00:00,1228.0999755859375,1228.0999755859375,1229.0999755859375,1227.5999755859375,1229.0999755859375,53625
2025-12-23 08:55:00+00:00,1227.5999755859375,1227.5999755859375,1228.300048828125,1226.0,1228.0999755859375,39637
2025-12-23 09:00:00+00:00,1228.300048828125,1228.300048828125,1228.300048828125,1226.699951171875,1227.699951171875,25309
2025-12-23 09:05:00+00:00,1226.9000244140625,1226.9000244140625,1228.5999755859375,1226.5999755859375,1228.300048828125,31554
2025-12-23 09:10:00+00:00,1224.0,1224.0,1227.0,1223.800048828125,1226.9000244140625,133707
2025-12-23 09:15:00+00:00,1224.9000244140625,1224.9000244140625,1225.0,1223.699951171875,1224.0,96343
2025-12-23 09:20:00+00:00,1225.0,1225.0,1226.0,1224.199951171875,1224.9000244140625,196351
2025-12-23 09:25:00+00:00,1225.0,1225.0,1225.0,1223.699951171875,1225.0,53615
2025-12-23 09:30:00+00:00,1225.300048828125,1225.300048828125,1226.699951171875,1224.0,1225.0,138954
2025-12-23 09:35:00+00:00,1225.5999755859375,1225.5999755859375,1226.300048828125,1224.5999755859375,1225.5999755859375,204477
2025-12-23 09:40:00+00:00,1225.9000244140625,1225.9000244140625,1226.0,1224.0999755859375,1225.300048828125,125226
2025-12-23 09:45:00+00:00,1224.0999755859375,1224.0999755859375,1226.300048828125,1223.699951171875,1225.699951171875,193790
2025-12-23 09:50:00+00:00,1224.300048828125,1224.300048828125,1224.800048828125,1223.800048828125,1224.0999755859375,71984
2025-12-23 09:55:00+00:00,1224.0999755859375,1224.0999755859375,1225.0,1223.5,1224.199951171875,69625
2025-12-24 03:45:00+00:00,1232.699951171875,1232.699951171875,1233.9000244140625,1227.9000244140625,1229.9000244140625,0
2025-12-24 03:50:00+00:00,1231.800048828125,1231.800048828125,1233.5,1230.800048828125,1232.9000244140625,67883
2025-12-24 03:55:00+00:00,1231.0999755859375,1231.0999755859375,1232.5,1230.300048828125,1231.699951171875,38092
2025-12-24 04:00:00+00:00,1231.0,1231.0,1232.300048828125,1230.5,1231.0999755859375,20311
2025-12-24 04:05:00+00:00,1231.9000244140625,1231.9000244140625,1232.800048828125,1231.0999755859375,1231.0999755859375,15926
2025-12-24 04:10:00+00:00,1231.5999755859375,1231.5999755859375,1232.0,1230.5999755859375,1231.9000244140625,27562
2025-12-24 04:15:00+00:00,1231.5,1231.5,1233.4000244140625,1230.9000244140625,1231.699951171875,48822
2025-12-24 04:20:00+00:00,1233.199951171875,1233.199951171875,1234.0,1230.699951171875,1231.5,51668
2025-12-24 04:25:00+00:00,1233.5,1233.5,1234.5,1233.0,1233.199951171875,63259
2025-12-24 04:30:00+00:00,1233.199951171875,1233.199951171875,1234.199951171875,1232.0999755859375,1233.300048828125,26165
2025-12-24 04:35:00+00:00,1233.800048828125,1233.800048828125,1234.0999755859375,1233.0,1233.0,13823
2025-12-24 04:40:00+00:00,1232.699951171875,1232.699951171875,1234.5999755859375,1232.199951171875,1233.800048828125,32419
2025-12-24 04:45:00+00:00,1232.0,1232.0,1233.699951171875,1232.0,1232.800048828125,28485
2025-12-24 04:50:00+00:00,1231.699951171875,1231.699951171875,1232.199951171875,1231.300048828125,1232.199951171875,9971
2025-12-24 04:55:00+00:00,1232.199951171875,1232.199951171875,1232.300048828125,1231.5,1231.699951171875,11801
2025-12-24 05:00:00+00:00,1230.199951171875,1230.199951171875,1232.300048828125,1230.199951171875,1232.0,29109
2025-12-24 05:05:00+00:00,1229.5999755859375,1229.5999755859375,1230.5999755859375,1228.800048828125,1230.5,31526
2025-12-24 05:10:00+00:00,1229.199951171875,1229.199951171875,1229.9000244140625,1229.0,1229.9000244140625,10361
2025-12-24 05:15:00+00:00,1230.5999755859375,1230.5999755859375,1231.0,1229.199951171875,1229.199951171875,18319
2025-12-24 05:20:00+00:00,1230.9000244140625,1230.9000244140625,1231.699951171875,1230.5,1231.0,18875
2025-12-24 05:25:00+00:00,1232.300048828125,1232.300048828125,1232.699951171875,1230.5,1230.9000244140625,16657
2025-12-24 05:30:00+00:00,1231.5,1231.5,1232.5,1231.0999755859375,1232.0,10258
2025-12-24 05:35:00+00:00,1232.199951171875,1232.199951171875,1232.300048828125,1231.4000244140625,1231.4000244140625,6251
2025-12-24 05:40:00+00:00,1233.0,1233.0,1233.0,1232.0999755859375,1232.199951171875,5753
2025-12-24 05:45:00+00:00,1233.5,1233.5,1233.699951171875,1232.9000244140625,1232.9000244140625,10354
2025-12-24 05:50:00+00:00,1233.199951171875,1233.199951171875,1235.0,1232.699951171875,1233.5,46018
2025-12-24 05:55:00+00:00,1234.5999755859375,1234.5999755859375,1234.699951171875,1232.5999755859375,1233.199951171875,25108
2025-12-24 06:00:00+00:00,1234.5999755859375,1234.5999755859375,1234.800048828125,1234.0,1234.5999755859375,25175
2025-12-24 06:05:00+00:00,1233.5,1233.5,1234.5999755859375,1233.4000244140625,1234.5999755859375,14677
2025-12-24 06:10:00+00:00,1232.5,1232.5,1234.300048828125,1232.0999755859375,1233.800048828125,25011
2025-12-24 06:15:00+00:00,1232.300048828125,1232.300048828125,1232.5,1231.5,1232.300048828125,16354
2025-12-24 06:20:00+00:00,1232.0999755859375,1232.0999755859375,1232.5,1231.699951171875,1232.199951171875,14416
2025-12-24 06:25:00+00:00,1232.800048828125,1232.800048828125,1232.800048828125,1230.0,1231.699951171875,44609
2025-12-24 06:30:00+00:00,1231.5,1231.5,1232.4000244140625,1231.0,1231.699951171875,18335
2025-12-24 06:35:00+00:00,1231.300048828125,1231.300048828125,1231.800048828125,1230.9000244140625,1231.5999755859375,17777
2025-12-24 06:40:00+00:00,1231.300048828125,1231.300048828125,1231.699951171875,1231.0,1231.5999755859375,11543
2025-12-24 06:45:00+00:00,1231.0,1231.0,1231.800048828125,1230.5999755859375,1231.0,18778
2025-12-24 06:50:00+00:00,1230.0,1230.0,1231.300048828125,1230.0,1231.0,21396
2025-12-24 06:55:00+00:00,1230.4000244140625,1230.4000244140625,1230.4000244140625,1229.5999755859375,1230.0,18855
2025-12-24 07:00:00+00:00,1230.9000244140625,1230.9000244140625,1231.0999755859375,1230.0999755859375,1230.4000244140625,16029
2025-12-24 07:05:00+00:00,1230.800048828125,1230.800048828125,1230.9000244140625,1230.0,1230.699951171875,13345
2025-12-24 07:10:00+00:00,1230.5999755859375,1230.5999755859375,1230.9000244140625,1230.300048828125,1230.800048828125,20704
2025-12-24 07:15:00+00:00,1230.800048828125,1230.800048828125,1231.300048828125,1230.0999755859375,1230.5,16484
2025-12-24 07:20:00+00:00,1230.800048828125,1230.800048828125,1231.0999755859375,1230.5,1230.5,5524
2025-12-24 07:25:00+00:00,1231.0,1231.0,1231.0999755859375,1230.4000244140625,1230.699951171875,8238
2025-12-24 07:30:00+00:00,1229.300048828125,1229.300048828125,1231.199951171875,1229.0,1231.0,62975
2025-12-24 07:35:00+00:00,1228.199951171875,1228.199951171875,1229.300048828125,1227.699951171875,1229.0999755859375,79748
2025-12-24 07:40:00+00:00,1228.199951171875,1228.199951171875,1228.5,1227.300048828125,1228.199951171875,93549
2025-12-24 07:45:00+00:00,1227.300048828125,1227.300048828125,1228.199951171875,1227.300048828125,1228.0999755859375,60720
2025-12-24 07:50:00+00:00,1226.300048828125,1226.300048828125,1227.4000244140625,1226.0999755859375,1227.4000244140625,42338
2025-12-24 07:55:00+00:00,1226.199951171875,1226.199951171875,1227.0,1225.5,1226.5,28562
2025-12-24 08:00:00+00:00,1225.300048828125,1225.300048828125,1226.199951171875,1224.800048828125,1226.199951171875,32294
2025-12-24 08:05:00+00:00,1225.9000244140625,1225.9000244140625,1226.199951171875,1225.199951171875,1225.5,27673
2025-12-24 08:10:00+00:00,1226.0,1226.0,1226.0999755859375,1225.199951171875,1225.9000244140625,32199
2025-12-24 08:15:00+00:00,1226.0,1226.0,1226.300048828125,1225.5,1225.699951171875,31019
2025-12-24 08:20:00+00:00,1227.0999755859375,1227.0999755859375,1227.0999755859375,1225.699951171875,1225.800048828125,32147
2025-12-24 08:25:00+00:00,1225.800048828125,1225.800048828125,1227.199951171875,1225.5,1226.800048828125,13055
2025-12-24 08:30:00+00:00,1225.199951171875,1225.199951171875,1226.0,1224.800048828125,1225.800048828125,26473
2025-12-24 08:35:00+00:00,1226.5999755859375,1226.5999755859375,1226.699951171875,1225.0,1225.0999755859375,83638
2025-12-24 08:40:00+00:00,1227.199951171875,1227.199951171875,1227.699951171875,1226.199951171875,1226.5,76855
2025-12-24 08:45:00+00:00,1229.300048828125,1229.300048828125,1229.5,1226.800048828125,1227.199951171875,101267
2025-12-24 08:50:00+00:00,1229.4000244140625,1229.4000244140625,1230.0999755859375,1229.199951171875,1229.199951171875,111006
2025-12-24 08:55:00+00:00,1227.199951171875,1227.199951171875,1229.5,1227.0,1229.5,97276
2025-12-24 09:00:00+00:00,1227.5999755859375,1227.5999755859375,1228.0,1227.0999755859375,1227.199951171875,44632
2025-12-24 09:05:00+00:00,1227.5999755859375,1227.5999755859375,1228.0,1227.0,1227.5999755859375,22800
2025-12-24 09:10:00+00:00,1227.5999755859375,1227.5999755859375,1228.0,1227.5,1227.5999755859375,18134
2025-12-24 09:15:00+00:00,1228.4000244140625,1228.4000244140625,1228.699951171875,1227.5,1227.699951171875,37300
2025-12-24 09:20:00+00:00,1227.699951171875,1227.699951171875,1228.5999755859375,1227.5,1228.4000244140625,71247
